fecha,ph,conductividad_us_cm,temperatura_agua_c,oxigeno_disuelto_mg_l,temperatura_sistema_c,voltaje_v,senal_csq
2026-01-07 05:05:11,9.07,2033,22.75,,19.75,12.34,22
2026-01-07 06:06:44,9.05,2019,22.62,,19.5,12.33,25
2026-01-07 07:09:19,,,,,19,12.33,25
2026-01-07 08:11:58,,,,,22,12.34,26
2026-01-07 09:14:04,8.89,2047,22.94,,26.25,12.39,22
2026-01-07 10:16:18,8.68,2118,23.38,,32,12.4,24
2026-01-07 11:19:08,8.53,2181,23.38,,39.5,12.42,28
2026-01-07 12:21:50,,,,,41.75,12.44,30
2026-01-07 13:24:25,,,,,39.5,12.44,26
2026-01-07 14:26:51,,,,,39,12.44,28
2026-01-07 15:28:06,8.83,2278,25.38,,38.75,12.45,29
2026-01-07 16:29:26,8.94,2277,25.38,,38,12.44,27
2026-01-07 17:30:53,8.85,2277,25.25,,38.25,12.44,25
2026-01-07 18:33:25,,,,,37.25,12.45,31
2026-01-07 19:35:56,,,,,36,12.45,26
2026-01-07 20:38:23,,,,,31.25,12.41,26
2026-01-07 21:40:38,,,,,28,12.39,25
2026-01-07 22:43:08,,,,,26.75,12.39,27
2026-01-07 23:45:40,,,,,25.75,12.38,23
2026-01-08 00:48:11,,,,,24.75,12.37,26
2026-01-08 01:50:45,,,,,24.5,12.38,26
2026-01-08 02:53:17,,,,,24.25,12.35,26
2026-01-08 03:55:51,,,,,24,12.34,25
2026-01-08 04:58:26,,,,,23.75,12.36,26
2026-01-08 06:00:58,,,,,23.25,12.35,25
2026-01-08 07:03:31,,,,,23,12.35,24
2026-01-08 08:06:09,,,,,24,12.38,31
2026-01-08 09:08:51,,,,,26.5,12.4,26
2026-01-08 10:11:35,,,,,30,12.4,25
2026-01-08 11:14:09,8.9,2142,25.25,,32.75,12.41,31
2026-01-08 12:16:32,8.91,2114,23.31,,33.5,12.41,26
2026-01-08 13:19:10,,,,,34.75,12.41,26
2026-01-08 14:21:45,,,,,34,12.42,23
2026-01-08 15:24:23,,,,,37.75,12.45,25
2026-01-08 16:27:09,,,,,38.25,12.44,28
2026-01-08 17:29:30,,,,,36,12.45,25
2026-01-08 18:32:00,,,,,35.75,12.44,26
2026-01-08 19:34:33,,,,,34.25,12.44,31
2026-01-08 20:36:57,,,,,31.25,12.42,28
2026-01-08 21:39:25,,,,,30.25,12.4,23
2026-01-08 22:41:57,,,,,29.25,12.39,25
2026-01-08 23:44:26,,,,,27,12.39,26
2026-01-09 00:46:53,,,,,26.25,12.39,26
2026-01-09 01:49:27,,,,,25,12.38,23
2026-01-09 02:51:21,8.86,2126,23.62,,24.25,12.37,26
2026-01-09 03:52:57,8.99,2137,22.88,,23.75,12.35,25
2026-01-09 04:55:30,,,,,22.75,12.35,26
2026-01-09 05:58:04,9.03,2138,22.75,,21.75,12.35,26
2026-01-09 07:00:35,,,,,21.25,12.33,26
2026-01-09 08:03:11,,,,,23,12.35,26
2026-01-09 09:06:00,,,,,27.25,12.38,24
2026-01-09 10:08:48,,,,,32.25,12.4,26
2026-01-09 11:11:05,8.42,2185,23.88,,40,12.42,24
2026-01-09 12:13:49,,,,,42,12.44,26
2026-01-09 13:16:32,,,,,43.25,12.45,30
2026-01-09 14:19:01,,,,,41.5,12.44,31
2026-01-09 15:21:33,,,,,41.5,12.45,24
2026-01-09 16:24:08,,,,,41.5,12.46,27
2026-01-09 17:26:45,9.14,2288,23.75,,42,12.45,23
2026-01-09 18:29:21,,,,,41.75,12.46,25
2026-01-09 19:31:50,,,,,39.75,12.46,30
2026-01-09 20:34:14,,,,,35,12.43,26
2026-01-09 21:36:29,,,,,31.5,12.42,30
2026-01-09 22:39:02,,,,,31.25,12.4,26
2026-01-09 23:41:36,,,,,29.75,12.39,25
2026-01-10 00:44:02,,,,,27.25,12.39,25
2026-01-10 01:46:30,,,,,26.5,12.39,31
2026-01-10 02:49:00,,,,,25.25,12.38,30
2026-01-10 03:51:13,8.93,2132,25.38,,23.75,12.36,25
2026-01-10 04:53:49,,,,,23.75,12.36,25
2026-01-10 05:55:02,9.06,2149,23.12,,22.5,12.33,25
2026-01-10 06:57:00,9.06,2145,23.06,,21.5,12.33,27
2026-01-10 07:58:03,9.05,2143,22.81,,23.25,12.33,25
2026-01-10 09:00:14,8.96,2156,23.31,,27.25,12.38,26
2026-01-10 10:03:04,,,,,32,12.39,29
2026-01-10 11:06:06,,,,,40.75,12.43,23
2026-01-10 12:08:52,,,,,43.5,12.43,22
2026-01-10 20:24:27,9.25,2259,24.88,,34.75,12.44,23
2026-01-10 21:26:45,,,,,31.5,12.42,29
2026-01-10 22:29:19,,,,,30.5,12.41,27
2026-01-10 23:31:48,,,,,28.5,12.39,26
2026-01-11 00:33:37,9,2192,23.81,,26,12.39,23
2026-01-11 01:36:06,,,,,24.5,12.38,25
2026-01-11 02:38:37,,,,,23.75,12.37,25
2026-01-11 03:41:10,,,,,22.75,12.36,26
2026-01-11 04:43:41,,,,,22,12.36,23
2026-01-11 05:46:14,,,,,21.25,12.34,25
2026-01-11 06:48:48,,,,,21,12.33,25
2026-01-11 07:51:25,,,,,22.25,12.35,26
2026-01-11 08:54:10,,,,,26.5,12.36,24
2026-01-11 09:56:58,,,,,30.5,12.4,27
2026-01-11 11:00:01,,,,,38.75,12.43,27
2026-01-11 12:02:58,,,,,44.5,12.45,29
2026-01-11 13:05:36,,,,,45,12.45,31
2026-01-11 14:08:04,,,,,41.75,12.45,25
2026-01-11 15:10:40,,,,,42.25,12.46,25
2026-01-11 16:13:12,,,,,41.25,12.44,26
2026-01-11 17:15:42,,,,,40.5,12.46,26
2026-01-11 18:18:06,9.5,2319,25.75,,39.75,12.45,31
2026-01-11 19:20:35,,,,,38.25,12.45,31
2026-01-11 20:21:22,9.23,2333,24.94,,33.5,12.44,23
2026-01-11 21:23:16,9.19,2314,25,,31.5,12.41,24
2026-01-11 22:25:10,9.11,2303,24.62,,29.5,12.4,30
2026-01-11 23:27:33,,,,,27,12.39,24
2026-01-12 00:29:59,,,,,25,12.38,31
2026-01-12 01:32:28,,,,,23.5,12.38,25
2026-01-12 02:34:57,,,,,22.5,12.36,25
2026-01-12 03:37:28,,,,,21.25,12.35,31
2026-01-12 04:39:59,,,,,21,12.34,26
2026-01-12 05:42:34,,,,,20.5,12.33,26
2026-01-12 06:45:05,,,,,20.25,12.33,31
2026-01-12 07:47:41,,,,,21.5,12.35,27
2026-01-12 08:50:24,,,,,25.5,12.39,22
2026-01-12 09:53:14,,,,,29.5,12.39,29
2026-01-12 10:56:04,,,,,37,12.41,27
2026-01-12 11:58:52,,,,,38.25,12.42,23
2026-01-12 13:01:33,,,,,38.5,12.43,25
2026-01-12 14:04:03,,,,,38,12.45,25
2026-01-12 15:06:39,,,,,39,12.44,28
2026-01-12 16:09:18,,,,,39,12.45,27
2026-01-12 17:11:51,,,,,39.5,12.45,26
2026-01-12 18:14:28,,,,,39.25,12.46,31
2026-01-12 19:17:01,,,,,39.25,12.45,28
2026-01-12 20:19:37,,,,,37.75,12.46,26
2026-01-12 21:21:53,,,,,31.75,12.41,28
2026-01-12 22:24:18,,,,,30.25,12.4,26
2026-01-12 23:26:52,,,,,30,12.39,28
2026-01-13 00:29:22,,,,,27.25,12.39,31
2026-01-13 01:31:46,,,,,24.75,12.38,27
2026-01-13 02:34:12,,,,,23,12.37,27
2026-01-13 03:36:45,,,,,21.75,12.36,27
2026-01-13 04:39:18,,,,,21.75,12.35,27
2026-01-13 05:41:52,,,,,21.5,12.35,26
2026-01-13 06:44:26,,,,,20.75,12.34,26
2026-01-13 07:46:57,,,,,21.25,12.34,23
2026-01-13 08:49:44,,,,,25.75,12.35,27
2026-01-13 09:52:36,,,,,30.5,12.39,28
2026-01-13 10:55:37,,,,,38.75,12.42,28
2026-01-13 11:58:28,,,,,41.5,12.43,26
2026-01-13 13:00:57,,,,,39.25,12.44,25
2026-01-13 14:03:29,,,,,39.25,12.44,26
2026-01-13 15:05:42,8.87,2277,24.62,,40.25,12.44,27
2026-01-13 16:08:21,,,,,41.5,12.45,30
2026-01-13 17:10:59,,,,,42,12.46,25
2026-01-13 18:13:18,9,2317,25.12,,40.75,12.44,25
2026-01-13 19:15:51,,,,,40,12.45,27
2026-01-13 20:17:51,9.07,2243,25.06,,38.25,12.45,23
2026-01-13 21:19:31,9.08,2276,24.62,,32.75,12.42,31
2026-01-13 22:21:31,9.11,2215,24.44,,31.25,12.4,26
2026-01-13 23:24:03,,,,,30.5,12.4,26
2026-01-14 00:26:08,9.08,2171,24.31,,29,12.39,22
2026-01-14 01:27:41,9.09,2165,23.38,,26.25,12.38,31
2026-01-14 02:30:08,,,,,24,12.35,26
2026-01-14 03:32:33,,,,,22.5,12.36,26
2026-01-14 04:35:02,,,,,21.25,12.35,26
2026-01-14 05:37:33,,,,,20.25,12.33,26
2026-01-14 06:40:05,,,,,19.5,12.33,27
2026-01-14 07:42:37,,,,,20.5,12.34,27
2026-01-14 08:45:24,,,,,24.75,12.35,26
2026-01-14 09:47:47,8.98,2142,23.38,,29.5,12.39,24
2026-01-14 10:50:46,,,,,37.25,12.42,23
2026-01-14 11:53:23,,,,,35,12.41,29
2026-01-14 12:55:54,,,,,34.5,12.41,31
2026-01-14 13:58:26,,,,,34.75,12.41,30
2026-01-14 15:01:05,,,,,35.75,12.44,25
2026-01-14 16:03:41,,,,,35.5,12.43,29
2026-01-14 17:06:14,,,,,35.5,12.42,27
2026-01-14 18:08:18,9.02,2294,24.62,,35.25,12.44,27
2026-01-14 19:10:23,9.07,2325,24.44,,35,12.44,31
2026-01-14 20:11:06,9.08,2294,24.25,,33,12.43,26
2026-01-14 21:13:22,,,,,27.75,12.4,31
2026-01-14 22:15:49,,,,,26.5,12.39,22
2026-01-14 23:18:23,,,,,26,12.39,26
2026-01-15 00:20:54,,,,,25,12.38,26
2026-01-15 01:23:24,,,,,23.75,12.36,25
2026-01-15 02:25:53,,,,,22,12.35,26
2026-01-15 03:28:26,,,,,21.5,12.35,26
2026-01-15 04:30:53,,,,,19.75,12.33,27
2026-01-15 05:33:24,,,,,19.25,12.34,27
2026-01-15 06:35:58,,,,,19,12.33,23
2026-01-15 07:38:32,,,,,19.5,12.34,30
2026-01-15 08:41:15,,,,,23,12.36,24
2026-01-15 09:44:05,,,,,27,12.39,30
2026-01-15 10:47:04,,,,,34.5,12.41,26
2026-01-15 11:49:58,,,,,37.75,12.4,31
2026-01-15 12:52:10,8.79,2261,24.25,,38,12.41,30
2026-01-15 13:54:42,,,,,36,12.42,30
2026-01-15 14:57:03,9.46,2411,23.88,,37.25,12.42,26
2026-01-15 15:59:42,,,,,38.25,12.42,26
2026-01-15 17:01:19,9.09,2331,25.12,,39,12.44,26
2026-01-15 18:03:59,,,,,39.75,12.45,26
2026-01-15 19:06:33,,,,,39.5,12.43,25
2026-01-15 20:09:04,,,,,37.5,12.44,26
2026-01-15 21:11:22,,,,,31.75,12.41,26
2026-01-15 22:13:47,,,,,30.25,12.4,23
2026-01-15 23:16:19,,,,,29,12.39,27
2026-01-16 00:18:44,,,,,26.25,12.37,23
2026-01-16 01:21:08,,,,,24.75,12.38,25
2026-01-16 02:23:40,,,,,26,12.37,26
2026-01-16 03:26:11,,,,,24.5,12.36,25
2026-01-16 04:28:41,,,,,22.5,12.37,25
2026-01-16 05:31:12,,,,,21.5,12.34,28
2026-01-16 06:33:44,,,,,20.75,12.33,24
2026-01-16 07:36:18,,,,,20.5,12.34,23
2026-01-16 08:39:03,,,,,25.25,12.35,31
2026-01-16 09:41:58,,,,,30,12.39,27
2026-01-16 10:45:01,,,,,38.5,12.41,27
2026-01-16 11:47:54,,,,,41.5,12.43,27
2026-01-16 12:50:33,,,,,41.25,12.44,31
2026-01-16 13:52:02,9.01,2343,25.31,,40.25,12.42,29
2026-01-16 14:53:29,9,2339,25.94,,41,12.44,27
2026-01-16 15:54:50,9,2339,25.5,,41.25,12.45,26
2026-01-16 16:56:35,8.95,2330,25.31,,42.25,12.46,26
2026-01-16 17:57:43,8.98,2297,25.38,,42.75,12.46,24
2026-01-16 18:59:28,9.07,2281,24.94,,42.25,12.46,28
2026-01-16 20:00:51,9.1,2267,24.69,,40,12.47,31
2026-01-16 21:02:01,9.17,2253,24.5,,34,12.44,25
2026-01-16 22:04:22,9.21,2238,24.31,,32.25,12.41,27
2026-01-16 23:05:48,9.2,2232,23.88,,32,12.4,23
2026-01-17 00:07:45,9.22,2225,23.69,,31.75,12.4,24
2026-01-17 01:09:34,9.15,2228,23.12,,27.75,12.39,26
2026-01-17 02:10:48,9.22,2201,23.06,,24.5,12.38,26
2026-01-17 03:11:33,9.21,2242,22.94,,22.75,12.35,26
2026-01-17 04:14:04,,,,,22.25,12.38,31
2026-01-17 05:16:36,,,,,21.25,12.37,25
2026-01-17 06:19:11,,,,,20.75,12.36,25
2026-01-17 07:21:40,,,,,20.5,12.37,26
2026-01-17 08:24:23,,,,,24.5,12.39,24
2026-01-17 09:27:21,,,,,29.75,12.41,27
2026-01-17 10:30:15,,,,,37.25,12.44,29
2026-01-17 11:33:08,,,,,42.25,12.46,25
2026-01-17 12:34:42,8.85,2306,25.69,,44,12.45,25
2026-01-17 13:36:34,8.63,2261,24.56,,44.5,12.46,26
2026-01-17 14:38:49,8.99,2296,25.5,,43.5,12.46,30
2026-01-17 15:39:37,8.85,2374,25.38,,43,12.45,27
2026-01-17 16:41:06,9.19,2315,26.06,,43.5,12.46,26
2026-01-17 17:41:58,9.02,2334,26,,44,12.47,25
2026-01-17 18:42:51,9.1,2305,25.5,,44.75,12.47,28
2026-01-17 19:44:05,9.15,2325,25.25,,43.5,12.47,26
2026-01-17 20:44:48,9.2,2311,24.38,,39,12.46,31
2026-01-17 21:45:14,9.23,2243,24.25,,35.25,12.41,23
2026-01-17 22:46:12,9.18,2248,24.19,,34.5,12.42,23
2026-01-17 23:47:07,9.21,2205,24.06,,33,12.41,26
2026-01-18 00:48:55,9.22,2213,24.06,,29.25,12.4,25
2026-01-18 01:50:49,9.18,2207,23.62,,28.75,12.39,31
2026-01-18 02:53:21,,,,,27.75,12.39,25
2026-01-18 03:55:49,,,,,25.75,12.39,25
2026-01-18 04:58:18,,,,,24,12.37,27
2026-01-18 06:00:49,,,,,22.75,12.36,25
2026-01-18 07:03:21,,,,,22,12.34,26
2026-01-18 08:05:53,,,,,24,12.36,25
2026-01-18 09:08:46,,,,,30,12.39,25
2026-01-18 10:11:37,,,,,36.5,12.41,27
2026-01-18 11:13:06,9.03,2264,24.62,,41.25,12.42,25
2026-01-18 12:14:30,9.17,2332,25.12,,40,12.43,23
2026-01-18 13:15:17,9.12,2349,25.25,,39.75,12.44,26
2026-01-18 14:17:30,9.18,2365,25.38,,40.5,12.46,23
2026-01-18 15:19:33,9.07,2376,25.69,,41,12.46,26
2026-01-18 16:21:17,9.05,2399,25.25,,41.5,12.46,25
2026-01-18 17:22:50,9.13,2414,25.56,,41.75,12.45,25
2026-01-18 18:23:45,9.21,2412,25.56,,41.25,12.45,24
2026-01-18 19:24:36,9.27,2411,25.31,,40,12.45,26
2026-01-18 20:26:27,9.31,2385,25.06,,37.25,12.44,25
2026-01-18 21:27:24,9.28,2379,24.88,,33.75,12.41,24
2026-01-18 22:28:44,9.28,2386,24.94,,31.25,12.41,26
2026-01-18 23:29:42,9.23,2370,24.38,,28.5,12.39,26
2026-01-19 00:31:43,9.18,2360,24.31,,26.75,12.39,23
2026-01-19 01:34:14,,,,,25.75,12.38,28
2026-01-19 02:36:45,,,,,24,12.36,27
2026-01-19 03:39:15,,,,,22.75,12.36,25
2026-01-19 04:41:47,,,,,22.25,12.35,30
2026-01-19 05:44:17,,,,,21.25,12.35,26
2026-01-19 06:46:52,,,,,21.25,12.35,26
2026-01-19 07:49:23,,,,,22.25,12.35,31
2026-01-19 08:52:12,,,,,27.75,12.38,29
2026-01-19 09:55:06,,,,,32,12.4,25
2026-01-19 10:58:08,,,,,40.25,12.42,31
2026-01-19 11:59:06,9.04,2436,26.12,,41.75,12.42,24
2026-01-19 13:00:30,9.09,2349,25.38,,41.25,12.44,30
2026-01-19 14:02:35,9.32,2365,25.69,,39.5,12.44,29
2026-01-19 15:03:56,9.27,2376,26.12,,39.25,12.42,25
2026-01-19 16:05:19,9.21,2383,25.5,,39,12.42,25
2026-01-19 17:06:28,9.24,2372,25.62,,39.25,12.45,23
2026-01-19 18:07:24,9.29,2369,25.5,,39.25,12.45,30
2026-01-19 19:08:12,9.3,2358,25.31,,38.5,12.44,27
2026-01-19 20:08:56,9.38,2373,25.12,,37,12.45,31
2026-01-19 21:09:42,9.39,2339,25.12,,32.75,12.41,27
2026-01-19 22:11:08,9.32,2328,24.94,,31.75,12.42,30
2026-01-19 23:13:33,,,,,29,12.4,26
2026-01-20 00:15:58,,,,,26.75,12.39,26
2026-01-20 01:18:26,,,,,25.75,12.39,25
2026-01-20 02:20:57,,,,,24.25,12.36,26
2026-01-20 03:23:26,,,,,23,12.36,25
2026-01-20 04:25:57,,,,,22.25,12.35,26
2026-01-20 05:28:30,,,,,21.5,12.35,26
2026-01-20 06:31:01,,,,,21,12.33,26
2026-01-20 07:33:36,,,,,21.5,12.34,25
2026-01-20 08:36:16,,,,,25,12.37,25
2026-01-20 09:39:10,,,,,29.25,12.39,23
2026-01-20 10:42:08,,,,,35.75,12.41,26
2026-01-20 11:44:47,,,,,37,12.41,27
2026-01-20 12:47:23,,,,,38.25,12.43,27
2026-01-20 13:49:58,,,,,36.5,12.42,31
2026-01-20 14:52:30,,,,,36.75,12.42,25
2026-01-20 15:54:33,9.29,2356,24.94,,36.25,12.44,23
2026-01-20 16:57:09,,,,,37,12.42,31
2026-01-20 17:59:46,,,,,37.25,12.45,27
2026-01-20 19:02:22,,,,,37.5,12.43,22
2026-01-20 20:04:53,,,,,35.5,12.42,27
2026-01-20 21:07:15,,,,,32,12.41,25
2026-01-20 22:09:45,,,,,31,12.39,26
2026-01-20 23:12:14,,,,,28.75,12.39,29
2026-01-21 00:14:42,,,,,26.75,12.39,24
2026-01-21 01:16:23,9.16,2396,24.44,,25.25,12.39,26
2026-01-21 02:18:51,,,,,24,12.37,22
2026-01-21 03:21:22,,,,,23.5,12.34,26
2026-01-21 04:23:56,,,,,22.5,12.35,26
2026-01-21 05:26:28,,,,,22,12.33,25
2026-01-21 06:29:01,,,,,21.25,12.33,26
2026-01-21 07:31:34,,,,,21.5,12.33,26
2026-01-21 08:34:16,,,,,25,12.36,23
2026-01-21 09:37:09,,,,,28.75,12.39,26
2026-01-21 10:39:55,,,,,32,12.39,30
2026-01-21 11:42:39,,,,,33.75,12.41,31
2026-01-21 12:45:16,,,,,33.5,12.41,30
2026-01-21 13:47:45,,,,,32.75,12.42,30
2026-01-21 14:50:22,,,,,33,12.41,27
2026-01-21 15:52:58,,,,,33.25,12.41,27
2026-01-21 16:55:37,,,,,34.5,12.42,26
2026-01-21 17:58:14,,,,,35.75,12.42,26
2026-01-21 19:00:51,,,,,36.25,12.42,26
2026-01-21 20:03:24,,,,,35,12.42,26
2026-01-21 21:05:45,,,,,30.25,12.4,25
2026-01-21 22:08:11,,,,,28.25,12.39,25
2026-01-21 23:10:39,,,,,26.75,12.39,31
