fecha,ph,conductividad_us_cm,temperatura_agua_c,oxigeno_disuelto_mg_l,temperatura_sistema_c,voltaje_v,senal_csq
2026-09-04 10:04:20,,1111,15.69,,25.5,12.39,28
2026-09-04 11:10:34,9.71,1122,16.56,,27,12.4,27
2026-09-04 12:16:41,8.8,1172,18.75,,28.25,12.41,28
2026-09-04 13:22:51,8.28,1169,18.56,,29,12.42,29
2026-09-04 14:28:58,8.28,1171,18.31,,29.75,12.41,30
2026-09-04 15:35:03,8.28,1155,17.69,,30.25,12.42,30
2026-09-04 16:41:09,8.59,1171,17.5,,31,12.41,29
2026-09-04 17:47:14,11.44,1140,16.94,,29.75,12.41,31
2026-09-04 18:52:55,,1154,18.56,,23.25,12.39,30
2026-09-04 19:58:53,,1146,18,,21.5,12.39,30
2026-09-04 21:04:51,,1138,17.31,,21.5,12.38,29
2026-09-04 22:10:53,,1141,16.56,,19,12.36,29
2026-09-04 23:16:46,,1144,16.38,,18.75,12.35,29
2026-09-05 00:22:55,,1140,16.12,,17.75,12.35,28
2026-09-05 01:28:46,,1117,15.94,,14.75,12.33,28
2026-09-05 02:34:44,,1116,15.81,,13.5,12.32,29
2026-09-05 03:40:43,,1114,15.56,,12.5,12.31,29
2026-09-05 04:46:40,,1103,15.44,,11.75,12.3,29
2026-09-05 05:52:43,,1100,15.38,,11,12.31,29
2026-09-05 06:58:43,,1100,15.25,,10,12.29,28
2026-09-05 08:04:47,,1100,15.19,,12,12.32,30
2026-09-05 09:11:21,,1104,15.25,,21,12.38,29
2026-09-05 10:17:57,13.53,1108,15.81,,27.25,12.39,29
2026-09-05 11:24:12,9.14,1127,16.75,,28.25,12.4,30
2026-09-05 12:30:24,8.28,1158,18.44,,29.5,12.41,28
2026-09-05 13:36:33,8.45,1202,20.56,,31,12.42,29
2026-09-05 14:42:42,8.28,1194,20.12,,31.25,12.42,30
2026-09-05 15:48:45,9.17,1183,19.69,,31,12.44,28
2026-09-05 16:54:51,10.39,1176,19.12,,31.75,12.43,27
2026-09-05 18:01:58,12.77,1151,17.94,,29,12.42,27
2026-09-05 19:07:39,,1157,17.19,,24.75,12.39,27
2026-09-05 20:13:35,,1138,16.5,,21.75,12.39,29
2026-09-05 21:19:31,,1161,16.44,,18.75,12.36,29
2026-09-05 22:25:19,,1156,16.25,,16,12.35,26
2026-09-05 23:31:15,,1141,16,,15.25,12.33,29
2026-09-06 01:37:15,,1135,15.88,,13.75,12.33,29
2026-09-06 02:43:15,,1132,15.62,,13,12.31,30
2026-09-06 03:49:16,,1124,15.44,,12.25,12.29,28
2026-09-06 04:55:15,,1149,15.56,,11.25,12.31,29
2026-09-06 06:01:17,,1102,15.12,,10.75,12.29,28
2026-09-06 07:07:19,,1098,15.06,,10.25,12.28,28
2026-09-06 08:13:22,,1093,14.94,,9.5,12.29,28
2026-09-06 09:19:30,,1090,14.94,,13.5,12.35,27
2026-09-06 10:26:18,,1096,15.12,,24,12.38,28
2026-09-06 11:32:48,11.67,1118,16.62,,29.75,12.41,28
2026-09-06 12:39:04,8.28,1130,17.38,,31.75,12.41,31
2026-09-06 13:46:13,8.28,1180,19.38,,33,12.42,31
2026-09-06 14:53:18,8.28,1136,17.56,,31.75,12.42,31
2026-09-06 16:00:18,8.53,1157,18,,30,12.42,31
2026-09-06 17:07:19,10.12,1159,18.25,,30.25,12.43,31
2026-09-06 18:14:24,12,1185,18.12,,29.75,12.42,31
2026-09-06 19:21:22,,1162,17.56,,25,12.41,31
2026-09-06 20:27:37,,1140,16.81,,21.5,12.38,28
2026-09-06 21:33:30,,1134,16.31,,18.75,12.38,28
2026-09-06 22:39:23,,1139,16.19,,17.25,12.37,29
2026-09-06 23:45:17,,1145,16.06,,15.25,12.35,29
2026-09-07 00:51:15,,1136,15.88,,14.5,12.33,28
2026-09-07 01:57:13,,1138,15.75,,13,12.34,28
2026-09-07 03:03:14,,1134,15.69,,12,12.32,29
2026-09-07 04:09:12,,1102,15.62,,11.5,12.31,30
2026-09-07 05:15:14,,1099,15.38,,10.75,12.3,28
2026-09-07 06:21:15,,1099,15.31,,10,12.29,28
2026-09-07 07:27:17,,1092,15.19,,9.75,12.28,30
2026-09-07 08:33:22,,1091,15,,9.75,12.31,31
2026-09-07 09:39:38,,1090,15.06,,17,12.37,29
2026-09-07 10:46:23,,1100,15.81,,24,12.39,31
2026-09-07 11:52:43,12.23,1129,16.81,,27,12.39,30
2026-09-07 12:58:49,9.68,1156,18.06,,28,12.41,29
2026-09-07 14:04:58,9.89,1186,20.19,,29,12.41,30
2026-09-07 15:11:03,9.63,1186,19.94,,28.75,12.4,29
2026-09-07 16:17:06,10.42,1174,19.62,,28.5,12.42,28
2026-09-07 17:23:10,11.75,1164,18.88,,28.75,12.41,29
2026-09-07 18:29:16,13.37,1152,18.19,,28.5,12.41,31
2026-09-07 19:35:13,,1130,17.12,,23,12.39,28
2026-09-07 20:41:01,,1126,16.62,,19.75,12.37,31
2026-09-07 21:46:55,,1115,16.12,,17.5,12.37,28
2026-09-07 22:52:54,,1110,15.94,,16.5,12.34,28
2026-09-07 23:58:53,,1108,15.81,,15,12.33,28
2026-09-08 01:04:48,,1102,15.69,,13.5,12.33,28
2026-09-08 02:10:49,,1098,15.81,,13.25,12.3,28
2026-09-08 03:16:46,,1098,15.69,,12,12.31,28
2026-09-08 04:22:48,,1094,15.5,,12,12.29,28
2026-09-08 05:28:54,,1086,15.38,,10.5,12.29,29
2026-09-08 06:34:53,,1085,15.31,,10.25,12.27,28
2026-09-08 07:40:58,,1084,15.19,,9.75,12.28,28
2026-09-08 08:46:58,,1079,15.12,,10.5,12.33,30
2026-09-08 09:53:18,,1077,15.19,,17.25,12.37,29
2026-09-08 11:00:06,,1093,15.75,,25.5,12.39,30
2026-09-08 12:06:25,13.14,1112,16.81,,26.5,12.39,30
2026-09-08 13:12:20,11.57,1118,17.44,,27.25,12.39,30
2026-09-08 14:18:28,9.52,1149,18.56,,28.75,12.4,30
2026-09-08 15:24:32,12.19,1143,18.56,,26.5,12.4,30
2026-09-08 16:30:34,,1120,17.56,,25.25,12.39,30
2026-09-08 17:36:28,,1107,16.62,,23.25,12.4,29
2026-09-08 18:42:22,,1098,16.31,,21.25,12.39,28
2026-09-08 19:48:18,,1095,16,,19.25,12.39,30
2026-09-08 20:54:17,,1089,15.81,,18.5,12.37,29
2026-09-08 22:00:22,,1086,15.69,,18,12.35,30
2026-09-08 23:06:23,,1088,15.44,,17.5,12.35,29
2026-09-09 00:12:23,,1082,15.31,,17,12.34,31
2026-09-09 01:18:24,,1078,15.19,,16,12.33,28
2026-09-09 02:24:25,,1077,15.12,,15.25,12.33,28
2026-09-09 03:30:25,,1074,15,,14.5,12.31,28
2026-09-09 04:36:27,,1072,14.81,,13.75,12.3,30
2026-09-09 05:42:30,,1066,14.69,,13,12.3,27
2026-09-09 06:48:32,,1062,14.62,,12.75,12.29,29
2026-09-09 07:54:36,,1062,14.5,,12.5,12.27,27
2026-09-09 09:00:41,,1057,14.44,,14.5,12.34,28
2026-09-09 10:07:13,,1063,14.62,,22.25,12.38,30
2026-09-09 11:13:45,,1079,15.62,,26.75,12.39,31
2026-09-09 12:19:58,9.47,1102,16.44,,28.75,12.4,30
2026-09-09 13:26:04,8.64,1143,18,,29.75,12.4,29
2026-09-09 14:32:03,10.02,1137,18.19,,27.5,12.41,31
2026-09-09 15:38:07,10.25,1120,17.88,,27.75,12.41,30
2026-09-09 16:44:10,11.51,1106,17.88,,27.5,12.41,29
2026-09-09 17:50:22,12.07,1091,17.12,,28.25,12.42,31
2026-09-09 18:56:26,,1085,16.75,,26.5,12.41,30
2026-09-09 20:02:12,,1086,16.31,,22.25,12.39,29
2026-09-09 21:08:11,,1081,16,,21,12.37,30
2026-09-09 22:14:10,,1081,15.75,,19.25,12.37,27
2026-09-09 23:20:04,,1065,15.56,,17.5,12.35,30
2026-09-10 00:26:03,,1065,15.5,,16.25,12.33,29
2026-09-10 01:32:02,,1055,15.38,,16,12.33,27
2026-09-10 02:38:09,,1075,15.62,,16,12.32,27
2026-09-10 03:44:13,,1080,15.62,,15.75,12.32,27
2026-09-10 04:50:20,,1081,15.62,,15.5,12.32,27
2026-09-10 05:56:21,,1077,15.5,,15.75,12.31,27
2026-09-10 07:02:24,,1076,15.44,,15.25,12.3,28
2026-09-10 08:08:27,,1075,15.31,,15.5,12.31,31
2026-09-10 09:14:34,,1073,15.25,,16.75,12.39,31
2026-09-10 10:20:49,,1075,15.38,,20,12.38,30
2026-09-10 11:27:03,,1076,15.44,,21.5,12.39,29
2026-09-10 12:33:11,,1082,15.88,,23.5,12.39,30
2026-09-10 13:39:22,13.99,1082,15.94,,24.75,12.4,29
2026-09-10 14:45:28,13.67,1089,16.12,,25.25,12.4,29
2026-09-10 15:51:40,12.8,1060,16.19,,27,12.4,30
2026-09-10 16:57:41,13.75,1053,16.12,,25.5,12.39,28
2026-09-10 18:03:49,13.58,1048,16.19,,25.75,12.4,28
2026-09-10 19:09:43,,1049,16,,23.5,12.41,28
2026-09-10 20:15:38,,1054,15.69,,22.25,12.39,31
2026-09-10 21:21:38,,1063,15.69,,20.5,12.37,29
2026-09-10 22:27:35,,1059,15.5,,19.5,12.37,28
2026-09-10 23:33:36,,1048,15.38,,18.25,12.35,27
2026-09-11 00:39:38,,1046,15.25,,18.25,12.35,29
2026-09-11 01:45:43,,1026,15.12,,18.25,12.35,28
2026-09-11 02:51:49,,1039,15,,18.25,12.33,28
2026-09-11 03:57:53,,1041,14.81,,18,12.33,28
2026-09-11 05:03:53,,1048,14.75,,17.75,12.32,28
2026-09-11 06:09:59,,1058,14.81,,18,12.31,28
2026-09-11 07:16:03,,1058,14.81,,18,12.32,28
2026-09-11 08:22:08,,1057,14.69,,17.5,12.33,29
2026-09-11 09:28:15,,1056,14.69,,19.25,12.36,29
2026-09-11 10:34:27,,1026,14.5,,21,12.38,29
2026-09-11 11:40:39,,984.7,14.69,,22.5,12.38,30
2026-09-11 12:46:51,11.67,1002,15.06,,25.5,12.39,29
2026-09-11 13:53:08,11.68,1017,16.06,,25.25,12.39,29
2026-09-11 14:59:09,9.14,1052,15.44,,27.5,12.39,30
2026-09-11 16:05:19,11.31,1051,16.44,,26.5,12.41,29
2026-09-11 17:11:16,13.07,1045,16.69,,26,12.4,29
2026-09-11 18:17:16,,1057,16.31,,24.25,12.4,28
2026-09-11 19:23:16,,1058,16.06,,22,12.38,29
2026-09-11 20:29:11,,1048,15.94,,21,12.38,30
2026-09-11 21:35:12,,1049,15.5,,18.75,12.38,28
2026-09-11 22:41:11,,1058,15.38,,18.5,12.36,29
2026-09-11 23:47:15,,1055,15.25,,18.5,12.34,28
2026-09-12 00:53:13,,1017,15,,18.25,12.34,31
2026-09-12 01:59:19,,1027,14.94,,17.5,12.33,29
