fecha,ph,conductividad_us_cm,temperatura_agua_c,oxigeno_disuelto_mg_l,distancia_agua_m,profundidad_m,temperatura_aire_c,humedad_aire_pct,temperatura_sistema_c,voltaje_v,senal_csq
2025-12-01 00:07:01,,,,,0,1.05,16.53,64.44,16.75,7.95,31
2025-12-01 00:36:55,,,,,0,1.05,16.36,64.09,16.5,7.95,31
2025-12-01 01:06:49,,,,,0,1.05,15.71,75.18,16,7.93,31
2025-12-01 01:36:42,,,,,0,1.05,13.82,75.78,15,7.92,31
2025-12-01 02:06:35,,,,,0,1.05,12.78,74.63,13.75,7.92,31
2025-12-01 02:36:27,,,,,0,1.05,12.51,75.33,12.75,7.91,31
2025-12-01 03:06:20,,,,,0,1.05,11.23,76.9,12,7.92,31
2025-12-01 03:36:14,,,,,0,1.05,11.39,79.92,11,7.94,31
2025-12-01 04:06:07,,,,,0,1.05,10.22,82.41,10.5,7.93,31
2025-12-01 04:36:01,,,,,0,1.05,10.01,87.24,10,7.94,31
2025-12-01 05:05:55,,,,,0,1.05,10,87.93,9.5,7.93,31
2025-12-01 05:35:49,,,,,0,1.05,9.28,83.12,9.5,7.92,31
2025-12-01 06:05:44,,,,,0,1.05,9.44,89.04,8.75,7.91,31
2025-12-01 06:35:38,,,,,0,1.05,9.99,85.79,9,7.9,31
2025-12-01 07:05:34,,,,,0,1.05,11.24,87.36,9.25,7.93,31
2025-12-01 07:35:32,,,,,0,1.05,12.78,82.87,10.75,7.92,31
2025-12-01 08:05:31,,,,,0,1.04,14.67,77.05,12.75,7.92,31
2025-12-01 08:35:30,,,,,0,1.05,16.31,71.3,14.75,7.9,31
2025-12-01 09:05:29,,,,,0,1.06,17.43,69.59,16.5,7.91,31
2025-12-01 09:39:55,,,,,0,1.03,19.73,62.36,19.5,7.92,31
2025-12-01 10:09:54,,,,,0,1.05,22.67,52.01,22.75,7.87,31
2025-12-01 10:40:01,,,,,0,1.06,24.76,46.56,28,7.94,31
2025-12-01 11:10:01,,,,,0,1.05,25.19,46.94,30.75,7.97,31
2025-12-01 11:39:59,,,,,0,1.05,26.37,46.2,31.75,7.97,31
2025-12-01 12:09:55,,,,,0,1.05,26.51,44.11,31.75,7.97,31
2025-12-01 12:39:48,,,,,0,1.06,25.26,44.61,30.5,7.94,31
2025-12-01 13:09:42,,,,,0,1.06,25.95,42.2,30.25,7.96,31
2025-12-01 13:39:38,,,,,0,1.05,26.74,38.45,30.25,7.97,31
2025-12-01 14:09:34,,,,,0,1.06,27.15,39.62,31.25,7.98,31
2025-12-01 14:39:30,,,,,0,1.06,28.22,40.31,32,7.97,31
2025-12-01 15:09:28,,,,,0,1.05,27.94,39.12,33.25,7.98,31
2025-12-01 15:39:27,,,,,0,1.06,28.12,37.37,34.5,7.98,31
2025-12-01 16:09:21,,,,,0,1.05,27.44,40.03,33.5,7.99,31
2025-12-01 16:39:19,,,,,0,1.06,26.75,45.13,34.25,7.98,31
2025-12-01 17:09:13,,,,,0,1.06,26.15,44.73,33.75,7.98,31
2025-12-01 17:39:08,,,,,0,1.06,25.42,45.53,33,7.99,31
2025-12-01 18:09:02,,,,,0,1.06,25.15,45.56,33.25,7.98,31
2025-12-01 18:38:57,,,,,0,1.05,24.18,48.69,31.75,7.98,31
2025-12-01 19:08:48,,,,,0,1.06,22.9,48.87,28.75,7.96,31
2025-12-01 19:38:37,,,,,0,1.06,21.78,51.17,25.5,7.96,31
2025-12-01 20:08:29,,,,,0,1.05,21.06,51.72,24,7.96,31
2025-12-01 20:38:20,,,,,0,1.05,19.73,57.49,21.75,7.94,31
2025-12-01 21:08:12,,,,,0,1.05,18.91,56.96,20.25,7.98,31
2025-12-01 21:40:15,,,,,0,1.05,18.37,59.57,19.5,7.96,31
2025-12-01 22:10:08,,,,,0,1.05,18.79,54.8,18.75,7.97,31
2025-12-01 22:40:04,,,,,0,1.05,18.95,52.65,19,7.96,31
2025-12-01 23:09:59,,,,,0,1.05,18.09,56.18,18.75,7.96,31
2025-12-01 23:39:52,,,,,0,1.05,17.66,60.26,18,7.96,31
2025-12-02 00:09:46,,,,,0,1.05,17.17,64.27,17.5,7.93,31
2025-12-02 00:39:40,,,,,0,1.05,16.5,64.57,17,7.96,31
2025-12-02 01:09:34,,,,,0,1.05,16.36,68.11,16.5,7.96,31
2025-12-02 01:39:28,,,,,0,1.05,16.69,67.81,16.5,7.92,31
2025-12-02 02:09:23,,,,,0,1.05,16.66,65.09,16.5,7.95,31
2025-12-02 02:39:19,,,,,0,1.05,16.15,66.27,16.5,7.95,31
2025-12-02 03:09:13,,,,,0,1.05,16.01,66.51,16.25,7.94,31
2025-12-02 03:39:07,,,,,0,1.05,16.06,64.12,16,7.94,31
2025-12-02 04:09:02,,,,,0,1.05,15.84,69.1,16,7.95,31
2025-12-02 04:38:58,,,,,0,1.05,15.8,67.62,15.75,7.91,31
2025-12-02 05:08:52,,,,,0,1.05,15.3,74.7,15.5,7.94,31
2025-12-02 05:38:46,,,,,0,1.05,14.66,74.8,15.25,7.95,31
2025-12-02 06:08:40,,,,,0,1.05,14.41,78.29,14.75,7.92,31
2025-12-02 06:38:33,,,,,0,1.05,14.01,77.66,14.5,7.92,31
2025-12-02 07:08:28,,,,,0,1.05,14.91,72.82,14.5,7.91,31
2025-12-02 07:38:26,,,,,0,1.05,16.19,68.66,15.5,7.91,31
2025-12-02 08:08:24,,,,,0,1.04,16.57,65.44,16.75,7.93,31
2025-12-02 08:38:20,,,,,0,1.04,17.86,61.9,17.5,7.9,31
2025-12-02 09:08:15,,,,,0,1.06,18.8,59.27,18.5,7.92,31
2025-12-02 09:40:47,,,,,0,1.03,20.36,54.28,21,7.93,30
2025-12-02 10:10:47,,,,,0,1.05,23.44,48.38,24.5,7.94,30
2025-12-02 10:40:57,,,,,0,1.04,26.25,44.08,30.5,7.95,30
2025-12-02 11:11:01,,,,,0,1.05,25.2,44.68,33.75,7.96,30
2025-12-02 11:40:57,,,,,0,1.05,28.47,39.47,34.75,7.98,30
2025-12-02 12:10:52,,,,,0,1.05,28.32,39.89,35.25,7.98,30
2025-12-02 12:40:47,,,,,0,1.05,27.68,41.33,34.75,7.98,30
2025-12-02 13:10:40,,,,,0,1.05,28.63,40.83,34.25,7.98,30
2025-12-02 13:40:37,,,,,0,1.07,29.19,38.23,34.5,7.97,30
2025-12-02 14:10:28,,,,,0,1.05,28.28,37.74,33.25,7.96,30
2025-12-02 14:40:22,,,,,0,1.05,28.85,36.29,33,7.98,30
2025-12-02 15:10:19,,,,,0,1.04,28.94,35.32,33.75,7.98,30
2025-12-02 15:40:17,,,,,0,1.05,29.43,32.78,34.75,7.98,30
2025-12-02 16:10:15,,,,,0,1.04,29.8,31.53,35.75,7.98,30
2025-12-02 16:40:14,,,,,0,1.05,29.57,33.9,36.75,7.98,30
2025-12-02 17:10:11,,,,,0,1.04,29.6,36.92,37.75,7.98,30
2025-12-02 17:40:09,,,,,0,1.04,29.47,38.55,38,7.99,30
2025-12-02 18:10:05,,,,,0,1.05,29.2,37.28,38.5,7.98,30
2025-12-02 18:40:00,,,,,0,1.04,28.57,41.01,38.5,7.99,30
2025-12-02 19:09:55,,,,,0,1.05,28.08,41.11,38,7.98,30
2025-12-02 19:39:47,,,,,0,1.04,26.73,43.18,36.5,7.98,30
2025-12-02 20:09:38,,,,,0,1.05,25.32,45.54,33.5,7.97,30
2025-12-02 20:39:23,,,,,0,1.05,23.7,48.66,28,7.93,30
2025-12-02 21:09:12,,,,,0,1.05,22.87,53.28,24.75,7.95,30
2025-12-02 21:41:15,,,,,0,1.04,22.28,54.79,23.5,7.93,31
2025-12-02 22:11:08,,,,,0,1.04,22.17,55.08,22.75,7.97,31
2025-12-02 22:41:02,,,,,0,1.04,21.91,55.51,22.25,7.97,31
2025-12-02 23:10:56,,,,,0,1.04,21.72,54.71,21.75,7.94,31
2025-12-02 23:40:51,,,,,0,1.04,20.85,59.24,21,7.93,31
2025-12-03 00:10:43,,,,,0,1.04,19.34,68.15,20.25,7.96,31
2025-12-03 00:40:35,,,,,0,1.04,18.14,65.28,18.75,7.96,31
2025-12-03 01:10:27,,,,,0,1.04,16.31,74.35,17.5,7.95,31
2025-12-03 01:40:19,,,,,0,1.04,16.86,72.78,16.5,7.94,31
2025-12-03 02:10:12,,,,,0,1.05,15.49,72.17,16,7.94,31
2025-12-03 02:40:06,,,,,0,1.04,14.76,78.38,15.25,7.96,31
2025-12-03 03:09:58,,,,,0,1.04,15.04,80.82,14.5,7.95,31
2025-12-03 03:39:53,,,,,0,1.05,14.06,78.84,14,7.91,31
2025-12-03 04:09:45,,,,,0,1.04,13.74,88.15,13.5,7.94,31
2025-12-03 04:39:38,,,,,0,1.04,13.18,88.66,13,7.92,31
2025-12-03 05:09:32,,,,,0,1.05,12.5,85.97,12.5,7.91,31
2025-12-03 05:39:27,,,,,0,1.05,11.93,86.2,12,7.91,31
2025-12-03 06:09:21,,,,,0,1.05,12.06,84.88,12,7.9,31
2025-12-03 06:39:14,,,,,0,1.05,11.65,88.66,11.25,7.91,31
2025-12-03 07:09:09,,,,,0,1.05,12.78,84.87,11.5,7.94,31
2025-12-03 07:39:06,,,,,0,1.04,14.88,78.45,13,7.9,31
2025-12-03 08:09:06,,,,,0,1.04,17.23,69.95,15,7.93,31
2025-12-03 08:39:05,,,,,0,1.04,19.21,67.58,17,7.93,31
2025-12-03 09:09:06,,,,,0,1.05,21.16,56.65,19.25,7.91,31
2025-12-03 09:41:24,,,,,0,1.03,22.64,49.16,22.5,7.94,31
2025-12-03 10:11:27,,,,,0,1.05,25.89,43.7,26.75,7.93,31
2025-12-03 10:41:32,,,,,0,1.05,27.45,39.27,32,7.96,31
2025-12-03 11:11:30,,,,,0,1.04,29.46,35.62,33.75,7.97,31
2025-12-03 11:41:27,,,,,0,1.04,30.24,32.97,34.75,7.94,31
2025-12-03 12:11:23,,,,,0,1.04,31.51,32.28,35.25,7.94,31
2025-12-03 12:41:20,,,,,0,1.05,31.84,34.4,36.25,7.97,31
2025-12-03 13:11:18,,,,,0,1.05,31.93,30.67,37.25,7.97,31
2025-12-03 13:41:14,,,,,0,1.06,31.16,34.38,38,7.96,31
2025-12-03 14:11:07,,,,,0,1.05,31.52,30.51,36.25,7.98,31
2025-12-03 14:41:01,,,,,0,1.04,31.4,29.48,36,7.98,31
2025-12-03 15:10:58,,,,,0,1.04,31.55,29.48,36.5,7.98,31
2025-12-03 15:40:56,,,,,0,1.05,31.89,29.98,37.5,7.98,31
2025-12-03 16:10:54,,,,,0,1.04,32.13,30.99,38.25,7.98,31
2025-12-03 16:40:51,,,,,0,1.05,31.72,31.91,38.75,7.98,31
2025-12-03 17:10:48,,,,,0,1.04,31.01,36.31,39.25,7.98,31
2025-12-03 17:40:43,,,,,0,1.05,30.22,39.49,39,7.98,31
2025-12-03 18:10:37,,,,,0,1.05,29.27,39.67,38.25,7.98,31
2025-12-03 18:40:33,,,,,0,1.05,28.57,42.05,37.5,7.98,31
2025-12-03 19:10:28,,,,,0,1.04,28.07,42.51,37,7.94,31
2025-12-03 19:40:22,,,,,0,1.05,26.65,46.73,35.5,7.97,31
2025-12-03 20:10:12,,,,,0,1.04,25.15,47.35,32,7.98,31
2025-12-03 20:39:59,,,,,0,1.04,23.23,54.2,27.25,7.96,31
2025-12-03 21:09:48,,,,,0,1.05,22.38,54.64,24.5,7.94,31
2025-12-03 21:42:02,,,,,0,1.04,23.03,52.88,23.5,7.93,31
2025-12-03 22:11:58,,,,,0,1.05,23.09,52.25,23.25,7.94,31
2025-12-03 22:41:53,,,,,0,1.04,23.21,51.83,23,7.88,31
2025-12-03 23:11:47,,,,,0,1.04,23.39,48.87,23,7.9,31
2025-12-03 23:41:42,,,,,0,1.04,22.8,51.44,22.75,7.91,31
2025-12-04 00:11:36,,,,,0,1.04,21.76,55.86,22.5,7.96,31
2025-12-04 00:41:28,,,,,0,1.04,19.14,71.29,21,7.96,31
2025-12-04 01:11:20,,,,,0,1.04,18.01,74.8,19.5,7.96,31
2025-12-04 01:41:13,,,,,0,1.04,16.73,78.23,18.25,7.94,31
2025-12-04 02:11:06,,,,,0,1.04,16.08,77.14,17.25,7.95,31
2025-12-04 02:40:59,,,,,0,1.04,15.65,84.68,16,7.94,31
2025-12-04 03:10:51,,,,,0,1.04,15.63,82.32,15.5,7.91,31
2025-12-04 03:40:44,,,,,0,1.04,14.71,84.61,15,7.94,31
2025-12-04 04:10:38,,,,,0,1.04,14.06,82.52,14.5,7.92,31
2025-12-04 04:40:32,,,,,0,1.04,13.68,84.14,13.75,7.9,31
2025-12-04 05:10:25,,,,,0,1.04,13.75,88.77,13.5,7.92,31
2025-12-04 05:40:20,,,,,0,1.04,13.49,89.75,13,7.94,31
2025-12-04 06:10:14,,,,,0,1.04,13.04,90.24,12.75,7.93,31
2025-12-04 06:40:07,,,,,0,1.04,13.18,92.35,12.5,7.9,31
2025-12-04 07:10:02,,,,,0,1.04,13.84,89.65,13,7.93,31
2025-12-04 07:40:00,,,,,0,1.04,15.54,85.24,14.25,7.9,31
2025-12-04 08:09:57,,,,,0,1.04,17.18,79.12,16,7.9,31
2025-12-04 08:39:53,,,,,0,1.04,18.8,72.44,17.75,7.93,31
2025-12-04 09:09:52,,,,,0,1.05,20.05,70.71,19.5,7.93,31
2025-12-04 09:42:18,,,,,0,1.03,22.32,59.42,22.25,7.93,31
2025-12-04 10:12:18,,,,,0,1.04,27.63,46.77,26,7.91,31
2025-12-04 10:42:27,,,,,0,1.04,26.83,48.55,31.5,7.95,31
2025-12-04 11:12:25,,,,,0,1.04,27.32,47.57,32.75,7.97,31
2025-12-04 11:42:21,,,,,0,1.06,27.32,44.85,33.5,7.97,31
2025-12-04 12:12:13,,,,,0,1.07,25.78,50.87,32,7.97,31
2025-12-04 12:42:03,,,,,0,1.06,25.46,52.33,30.25,7.94,31
2025-12-04 13:11:57,,,,,0,1.05,25.75,53.35,29.25,7.93,31
2025-12-04 13:41:51,,,,,0,1.06,25.52,53.18,29,7.98,31
2025-12-04 14:11:47,,,,,0,1.05,26.22,53.33,29.25,7.96,31
2025-12-04 14:41:44,,,,,0,1.05,26.71,51.3,30,7.95,31
2025-12-04 15:11:40,,,,,0,1.06,26.76,51.72,30.75,7.97,31
2025-12-04 15:41:36,,,,,0,1.06,26.55,52.54,31.5,7.94,31
2025-12-04 16:11:33,,,,,0,1.06,26.14,53.41,32,7.94,31
2025-12-04 16:41:29,,,,,0,1.05,26.05,54.02,32,7.97,31
2025-12-04 17:11:25,,,,,0,1.06,25.56,54.44,32,7.98,31
2025-12-04 17:41:21,,,,,0,1.06,24.91,55.12,32.25,7.98,31
2025-12-04 18:11:15,,,,,0,1.05,24,59.38,32,7.98,31
2025-12-04 18:41:10,,,,,0,1.06,23.15,60.93,31.25,7.98,31
2025-12-04 19:11:04,,,,,0,1.06,22.24,63.14,30,7.93,31
2025-12-04 19:40:56,,,,,0,1.06,21.02,67.26,28.25,7.93,31
2025-12-04 20:10:46,,,,,0,1.05,19.49,72.22,25.5,7.94,31
2025-12-04 20:40:33,,,,,0,1.05,17.91,77.53,21.25,7.95,31
2025-12-04 21:10:22,,,,,0,1.05,18.33,76.35,19.25,7.92,31
2025-12-04 21:42:39,,,,,0,1.05,18.12,75.9,19,7.94,31
2025-12-04 22:12:33,,,,,0,1.05,18.32,75.07,18.25,7.95,31
2025-12-04 22:42:27,,,,,0,1.05,16.74,81.62,17.5,7.95,31
2025-12-04 23:12:19,,,,,0,1.05,16.39,83.51,17,7.92,31
2025-12-04 23:42:12,,,,,0,1.05,16.1,88.06,16.5,7.93,31
2025-12-05 00:12:06,,,,,0,1.05,15.54,87.31,16,7.95,31
2025-12-05 00:42:00,,,,,0,1.05,14.78,89.57,15.25,7.94,31
2025-12-05 01:11:55,,,,,0,1.05,14.48,91.85,14.75,7.94,31
2025-12-05 01:41:49,,,,,0,1.05,14.24,92.72,14.25,7.93,31
2025-12-05 02:11:43,,,,,0,1.05,13.65,90.52,14,7.9,31
2025-12-05 02:41:37,,,,,0,1.05,13.6,93.31,13.5,7.93,31
2025-12-05 03:11:29,,,,,0,1.05,12.58,90.04,13,7.91,31
2025-12-05 03:41:25,,,,,0,1.05,13.25,94.93,13,7.9,31
2025-12-05 04:11:18,,,,,0,1.05,12.1,92.1,12.25,7.93,31
2025-12-05 04:41:13,,,,,0,1.05,12.1,93.4,12,7.9,31
2025-12-05 05:11:07,,,,,0,1.04,11.99,95.75,11.5,7.92,31
2025-12-05 05:41:02,,,,,0,1.04,12.16,98.12,12,7.9,31
2025-12-05 06:10:57,,,,,0,1.04,11.89,98.04,11.75,7.9,31
2025-12-05 06:40:51,,,,,0,1.04,11.49,99.33,12,7.92,31
2025-12-05 07:10:45,,,,,0,1.04,12.5,99.58,12.25,7.89,31
2025-12-05 07:40:40,,,,,0,1.04,12.87,100,13.25,7.89,31
2025-12-05 08:10:39,,,,,0,1.04,14.34,96.53,15,7.9,31
2025-12-05 08:40:35,,,,,0,1.03,15.76,90.09,16,7.92,31
2025-12-05 09:10:32,,,,,0,1.04,17.41,80.43,17.25,7.92,31
2025-12-05 09:42:51,,,,,0,1.03,19.35,72.59,19.75,7.9,31
2025-12-05 10:12:54,,,,,0,1.03,23.65,58.42,24.5,7.92,31
2025-12-05 10:43:02,,,,,0,1.03,25.7,55.2,30.25,7.92,31
2025-12-05 11:13:02,,,,,0,1.03,27.72,48.91,32.75,7.95,31
2025-12-05 11:43:01,,,,,0,1.04,28.97,46.46,34.5,7.96,31
2025-12-05 12:12:57,,,,,0,1.04,29.02,45.32,34.5,7.97,31
2025-12-05 12:42:51,,,,,0,1.05,27.4,46.07,33.75,7.96,31
2025-12-05 13:12:44,,,,,0,1.04,28.46,42,32.5,7.97,31
2025-12-05 13:42:38,,,,,0,1.04,28.12,43.96,32.25,7.93,31
2025-12-05 14:12:34,,,,,0,1.04,29.77,43.64,33.25,7.97,31
2025-12-05 14:42:32,,,,,0,1.04,29.37,42.63,33.75,7.98,31
2025-12-05 15:12:29,,,,,0,1.05,29.8,39,34.25,7.97,31
2025-12-05 15:42:27,,,,,0,1.04,30.27,34.61,35.5,7.95,31
2025-12-05 16:12:26,,,,,0,1.04,30.45,36.4,37,7.97,31
2025-12-05 16:42:23,,,,,0,1.04,29.89,36.66,36.5,7.98,31
2025-12-05 17:12:19,,,,,0,1.04,30.58,37.01,37.75,7.98,31
2025-12-05 17:42:16,,,,,0,1.04,29.6,37.78,37.5,7.98,31
2025-12-05 18:12:12,,,,,0,1.04,29.25,40.62,37.5,7.95,31
2025-12-05 18:42:07,,,,,0,1.05,27.87,42.99,36.75,7.97,31
2025-12-05 19:11:57,,,,,0,1.04,26.74,45.3,34.25,7.96,31
